claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud
10621,59,F,1.0,79,40777,1,1,Rent,20159,3/5/2015,Thursday,Local,2,1.0,93,Broker,1,8969.794924,7.0,Large,32607.40347,gray,20880.75179,0
10622,38,F,1.0,95,36363,1,1,Rent,85071,8/16/2015,Sunday,Local,0,0.0,100,Broker,1,5010.647896,5.0,Medium,10497.95103,black,41275.79786,0
10623,39,F,1.0,70,36635,1,1,Rent,85027,6/21/2016,Tuesday,Local,1,1.0,1,Broker,1,8011.411051000001,2.0,Large,9234.975966,other,13517.24053,0
10624,41,F,1.0,91,37123,0,1,Own,80033,9/25/2016,Sunday,Parking Lot,0,1.0,76,Online,1,4073.102373,4.0,Compact,19089.24804,red,26935.74402,0
10625,46,F,0.0,89,38254,1,0,Own,15046,8/6/2016,Saturday,Local,0,0.0,52,Online,0,5019.975237,2.0,Large,15092.007780000002,black,27383.569880000003,0
10626,31,M,1.0,33,34343,1,0,Rent,20146,6/9/2015,Tuesday,Local,0,0.0,97,Phone,1,5395.504624,3.0,Large,6741.691434,black,40380.27123,0
10627,59,M,1.0,71,40784,1,1,Rent,20151,8/2/2015,Sunday,Local,0,0.0,24,Phone,1,6725.5320790000005,5.0,Compact,43960.78661,other,32257.67377,0
10628,46,F,0.0,67,38281,1,1,Rent,85080,6/30/2015,Tuesday,Local,0,0.0,83,Broker,0,8435.979659999999,8.0,Large,13382.78866,gray,7700.596785,1
10629,63,M,0.0,85,41419,1,0,Rent,15020,10/24/2016,Monday,Highway,0,1.0,12,Broker,1,5359.276107,4.0,Large,34619.49153,other,53778.01466,0
10630,43,F,1.0,76,37609,1,1,Rent,15012,10/15/2016,Saturday,Local,2,1.0,91,Phone,1,7308.872723,6.0,Large,33416.34517,blue,14739.48443,0
10631,45,M,1.0,50,38058,0,1,Own,80031,5/30/2015,Saturday,Local,2,0.0,13,Online,1,6691.290198,6.0,Medium,20894.443580000003,blue,31354.37782,0
10632,40,M,1.0,62,36884,1,1,Own,85083,7/26/2016,Tuesday,Highway,0,0.0,58,Broker,0,2894.956709,9.0,Medium,23850.909,gray,49910.91913,1
10633,36,F,1.0,58,35829,1,0,Rent,20134,4/3/2015,Friday,Parking Lot,0,0.0,36,Online,1,1846.611107,9.0,Compact,18527.91913,black,8925.391359000001,1
10634,22,F,1.0,86,30919,1,1,Rent,85066,6/6/2015,Saturday,Parking Lot,1,1.0,53,Online,1,2750.756201,2.0,Compact,36141.40883,blue,39541.3661,0
10635,43,M,0.0,35,37637,1,1,Own,80014,3/14/2015,Saturday,Parking Lot,0,1.0,23,Phone,1,4164.874617,11.0,Medium,22455.78053,black,24260.05895,0
10636,25,M,1.0,82,32182,0,0,Rent,85035,1/31/2016,Sunday,Local,0,0.0,99,Phone,0,6481.479593,3.0,Compact,9097.412364,blue,17776.06963,0
10637,44,M,1.0,85,37844,1,0,Own,15024,11/24/2016,Thursday,Highway,1,0.0,55,Broker,1,3752.077925,5.0,Compact,19965.6384,red,35885.6657,0
10638,46,F,1.0,62,38285,1,0,Rent,85033,8/12/2016,Friday,Local,0,0.0,64,Online,0,2545.634818,4.0,Compact,19834.5672,black,28357.375560000004,0
10639,56,M,1.0,83,40256,1,0,Own,85012,8/8/2015,Saturday,Parking Lot,0,0.0,1,Online,0,5347.964857,3.0,Medium,18358.04845,blue,18811.337730000003,0
10640,38,M,1.0,87,36372,0,1,Own,80108,5/8/2016,Sunday,Parking Lot,0,0.0,69,Online,1,5294.546809,6.0,Medium,18131.26954,red,12822.20564,0
10641,32,M,1.0,74,34678,1,0,Own,50021,11/11/2015,Wednesday,Highway,0,0.0,85,Broker,1,3727.369231,4.0,Compact,36267.8675,white,43778.25055,0
10642,33,M,0.0,63,34968,1,1,Own,15020,8/3/2015,Monday,Local,0,1.0,77,Phone,1,4114.110033,5.0,Compact,49552.55681,red,16656.58825,0
10643,39,F,0.0,87,36628,1,1,Own,50009,8/11/2016,Thursday,Local,0,0.0,88,Phone,1,5369.646912,6.0,Large,9006.264996,blue,11085.35056,1
10644,29,M,1.0,99,33673,1,0,Rent,85072,2/25/2016,Thursday,Highway,2,0.0,24,Broker,1,3457.924866,5.0,Compact,23610.65187,white,17511.62672,0
10645,42,F,1.0,71,37384,1,0,Own,50049,12/28/2015,Monday,Local,1,1.0,30,Phone,1,5027.234479,3.0,Medium,19914.6671,blue,13561.47183,0
10646,49,M,1.0,76,38911,1,0,Own,85038,10/31/2015,Saturday,Parking Lot,0,0.0,50,Broker,0,4270.766706,6.0,Large,45445.67959,other,21618.42447,0
10647,55,F,1.0,33,40068,0,1,Own,80021,7/15/2015,Wednesday,Local,2,0.0,9,Broker,1,4222.208645000001,13.0,Medium,20707.43567,black,33355.21445,0
10648,50,F,0.0,94,39110,0,1,Rent,20113,4/14/2015,Tuesday,Parking Lot,0,1.0,49,Broker,1,3803.590073,2.0,Large,19583.44252,white,21886.22558,0
10649,44,F,1.0,19,37852,1,1,Rent,20121,10/31/2015,Saturday,Local,0,0.0,7,Online,0,9012.908701,7.0,Compact,13241.05625,gray,22352.18667,1
10650,68,F,0.0,78,42182,1,0,Own,50050,5/25/2015,Monday,Local,0,0.0,29,Broker,1,3593.570379,5.0,Compact,7815.423855,blue,8844.391855,1
10651,49,F,1.0,84,38919,1,0,Own,20122,8/1/2016,Monday,Highway,0,0.0,12,Phone,1,2895.036578,5.0,Large,25278.5348,black,11048.16584,0
10652,52,F,1.0,79,39507,1,1,Own,50041,7/25/2016,Monday,Local,0,1.0,99,Broker,0,6989.400258,3.0,Medium,3271.281696,red,37533.63702,0
10653,33,F,0.0,84,34966,1,1,Rent,15019,12/22/2015,Tuesday,Local,0,0.0,0,Phone,1,6535.274892,6.0,Medium,20296.57713,silver,19166.48272,0
10654,51,M,0.0,81,39304,0,1,Rent,85012,1/1/2016,Friday,Parking Lot,4,1.0,70,Broker,1,2794.606991,6.0,Medium,27018.17071,black,11738.50368,0
10655,48,M,0.0,92,38716,1,1,Rent,85011,4/7/2016,Thursday,Highway,0,0.0,21,Online,1,3885.417456,4.0,Medium,21667.90073,red,33891.46472,0
10656,31,F,1.0,95,34322,1,1,Rent,20153,11/5/2015,Thursday,Local,0,0.0,55,Online,1,5058.743265,5.0,Compact,21404.6146,black,8824.395134,0
10657,43,M,1.0,49,37615,1,1,Own,50027,8/20/2016,Saturday,Highway,0,0.0,83,Broker,1,9611.158848,5.0,Large,25669.16589,gray,18916.10433,0
10658,57,M,1.0,84,40413,1,0,Rent,20105,7/3/2016,Sunday,Highway,0,0.0,86,Broker,0,5527.266385,5.0,Compact,22268.79328,gray,35648.74778,0
10659,26,M,1.0,86,32586,1,0,Rent,15010,1/24/2015,Saturday,Local,0,0.0,16,Broker,0,3899.891336,6.0,Medium,11180.29476,blue,33106.68977,0
10660,42,M,1.0,91,37370,1,1,Own,15035,7/1/2015,Wednesday,Local,0,1.0,69,Broker,0,2191.473221,11.0,Large,14477.16032,gray,10554.29664,0
10661,29,M,1.0,30,33656,0,1,Rent,85023,1/25/2016,Monday,Parking Lot,1,0.0,50,Broker,1,4031.185334,3.0,Medium,15426.113630000002,blue,53963.36405,0
10662,63,F,1.0,93,41445,1,1,Own,85008,4/24/2016,Sunday,Local,0,0.0,100,Broker,0,8237.134998,4.0,Large,13877.04412,black,26835.16749,0
10663,44,F,0.0,72,37840,1,1,Own,85011,5/27/2016,Friday,Parking Lot,1,0.0,50,Online,0,3228.726048,7.0,Medium,8181.477089,gray,13835.16952,1
10664,53,M,0.0,76,39714,1,0,Own,80010,1/28/2015,Wednesday,Parking Lot,0,0.0,96,Broker,0,3843.143025,3.0,Medium,37211.74923,black,53659.73784,0
10665,55,M,1.0,60,40075,0,1,Rent,50026,11/9/2015,Monday,Highway,0,0.0,89,Broker,0,2286.860379,10.0,Medium,12287.90324,black,20899.78924,0
10666,33,F,1.0,84,34966,1,0,Own,85030,4/15/2016,Friday,Local,0,0.0,98,Broker,1,6580.193956,3.0,Large,7145.893963,other,67577.8254,0
10667,80,M,1.0,60,43824,1,1,Rent,50020,3/6/2015,Friday,Highway,2,0.0,67,Broker,0,2260.129849,7.0,Compact,14078.20088,gray,5481.544732,0
10668,39,M,1.0,77,36630,1,1,Own,15022,8/24/2015,Monday,Local,0,0.0,78,Phone,1,5454.503215,5.0,Large,32322.39278,other,19735.27974,0
10669,62,F,0.0,30,41281,1,0,Rent,85015,8/5/2015,Wednesday,Local,0,1.0,88,Phone,1,2509.424171,2.0,Large,51640.01465,blue,32795.52678,0
10670,37,M,1.0,88,36098,0,0,Own,85009,12/20/2016,Tuesday,Highway,0,0.0,58,Online,1,7370.116402,9.0,Large,42860.47998,red,22759.24599,0
10671,48,M,1.0,60,38701,1,0,Own,50011,9/22/2016,Thursday,Highway,0,0.0,95,Phone,1,1758.048715,5.0,Compact,32670.205830000003,other,42428.81046,0
10672,27,M,1.0,66,32943,1,1,Rent,20146,1/12/2015,Monday,Local,1,0.0,46,Phone,1,5360.352306000001,6.0,Medium,24344.89739,silver,33156.53677,0
10673,50,F,1.0,65,39116,1,1,Own,85039,10/23/2016,Sunday,Parking Lot,0,0.0,0,Broker,1,1987.034436,4.0,Medium,32634.12635,other,8345.703642,0
10674,62,F,1.0,78,41276,1,0,Rent,50057,6/5/2015,Friday,Parking Lot,0,0.0,45,Phone,0,3581.0443520000003,4.0,Medium,27513.54417,other,31344.71512,0
10675,47,F,1.0,62,38493,1,1,Rent,15046,4/21/2015,Tuesday,Local,1,,67,Phone,0,2807.5686100000003,7.0,Large,70149.46761,white,12960.33368,0
10676,48,M,1.0,93,38707,0,1,Rent,50026,9/12/2015,Saturday,Local,0,0.0,12,Online,0,3716.126963,3.0,Large,29454.05904,gray,26897.62497,0
10677,34,M,0.0,89,35256,1,1,Own,50046,9/12/2015,Saturday,Local,2,0.0,3,Broker,1,2060.196964,3.0,Medium,43131.63311,other,25593.08777,0
10678,37,M,0.0,52,36105,0,1,Own,20111,9/23/2016,Friday,Local,0,1.0,100,Broker,0,4206.052203,5.0,Large,16290.46857,white,35972.2573,0
10679,41,M,1.0,58,37159,1,1,Own,80041,9/29/2016,Thursday,Parking Lot,0,1.0,76,Online,0,7079.582067,5.0,Compact,24704.37844,blue,40879.86818,0
10680,43,M,1.0,65,37601,1,1,Rent,15012,1/22/2016,Friday,Highway,0,0.0,5,Broker,1,2603.538906,6.0,Large,15914.24976,silver,18958.76172,0
10681,25,F,1.0,68,32191,1,0,Rent,85036,9/22/2016,Thursday,Parking Lot,0,0.0,7,Broker,1,2574.7385870000003,6.0,Large,50619.46423,blue,37178.24264,0
10682,24,F,1.0,90,31770,1,1,Rent,80028,2/25/2015,Wednesday,Local,0,0.0,100,Broker,1,3654.024576,6.0,Medium,9571.024242,blue,21391.56923,1
10683,51,F,1.0,79,39297,1,0,Rent,85011,9/8/2016,Thursday,Local,0,1.0,60,Broker,1,4829.231261999999,5.0,Large,58141.04181,other,11564.39626,0
10684,56,F,1.0,54,40252,1,1,Own,20135,1/18/2016,Monday,Local,0,0.0,59,Broker,0,3919.415320000001,5.0,Large,43721.6651,gray,12311.82464,0
10685,46,F,1.0,73,38299,1,1,Own,15022,10/10/2015,Saturday,Highway,2,0.0,23,Phone,1,7305.293298,4.0,Medium,19677.20143,other,34779.09257,0
10686,24,F,0.0,70,31788,1,1,Rent,85040,6/24/2015,Wednesday,Local,0,0.0,100,Broker,1,6406.079774,3.0,Medium,20142.29978,blue,18073.37581,0
10687,49,F,1.0,69,38933,1,0,Own,20120,2/13/2015,Friday,Local,0,0.0,57,Broker,0,2949.765369,9.0,Medium,26673.82047,red,9096.948508,0
10688,43,F,1.0,48,37606,1,1,Own,15047,10/10/2015,Saturday,Parking Lot,1,1.0,87,Phone,0,5290.708218,4.0,Large,9387.24755,other,28917.75282,0
10689,54,M,1.0,33,39899,1,0,Rent,85005,8/25/2016,Thursday,Local,0,0.0,88,Broker,0,4395.089252000001,6.0,Medium,38054.77384,silver,21137.42638,0
10690,55,M,1.0,91,40080,0,1,Own,20149,7/24/2016,Sunday,Parking Lot,0,0.0,100,Phone,0,6146.673715999999,5.0,Medium,9206.098677,black,42260.13083,0
10691,39,F,1.0,55,36652,0,0,Own,15007,7/17/2016,Sunday,Highway,0,0.0,32,Phone,0,1571.3567859999998,4.0,Medium,18258.45006,other,24313.52106,0
10692,65,F,1.0,78,41754,0,0,Own,20105,4/18/2016,Monday,Highway,1,0.0,11,Broker,1,943.3842774,10.0,Medium,18393.64147,silver,36930.70569,1
10693,42,M,0.0,91,37377,1,1,Own,15021,4/29/2015,Wednesday,Parking Lot,1,1.0,0,Broker,0,4990.538165999999,5.0,Compact,27314.10975,gray,23376.16808,0
10694,31,F,1.0,90,34354,0,1,Rent,20165,9/28/2015,Monday,Local,0,0.0,75,Broker,1,7311.809558,3.0,Medium,19631.94181,silver,46532.33166,0
10695,31,F,1.0,80,34364,1,1,Own,15033,3/10/2015,Tuesday,Highway,0,1.0,0,Broker,0,4824.004623,6.0,Medium,9410.277379,black,9901.308547,0
10696,45,F,1.0,74,38087,1,1,Own,20115,11/8/2016,Tuesday,Parking Lot,0,1.0,100,Phone,1,4551.865788,4.0,Compact,24483.08617,blue,16019.36832,1
10697,35,M,1.0,95,35547,1,1,Rent,50052,10/24/2015,Saturday,Local,0,0.0,96,Broker,1,4344.720031,2.0,Large,4549.794524,silver,15398.56623,0
10698,54,M,0.0,77,39890,1,1,Own,50056,2/14/2016,Sunday,Local,0,0.0,0,Online,1,5045.361853,5.0,Compact,38602.25228,blue,33245.467710000004,0
10699,44,M,1.0,88,37839,1,0,Rent,20121,8/21/2015,Friday,Local,0,0.0,58,Broker,0,7907.307056999999,5.0,Compact,7709.825606,other,24902.89309,0
10700,44,M,1.0,80,37834,0,1,Rent,50025,12/15/2015,Tuesday,Highway,0,0.0,30,Online,1,8417.789535,5.0,Compact,38552.69151,blue,12113.70195,0
10701,39,M,0.0,87,36622,1,1,Own,85080,1/25/2015,Sunday,Parking Lot,0,0.0,0,Broker,0,5031.878499,5.0,Large,14706.8444,red,11153.57523,0
10702,54,M,0.0,61,39897,1,1,Own,15025,2/6/2016,Saturday,Local,1,0.0,73,Phone,1,5444.284743,5.0,Medium,16316.28272,gray,25810.44276,0
10703,42,F,1.0,66,37382,1,0,Own,15005,7/22/2015,Wednesday,Local,0,0.0,96,Broker,0,7123.655965999999,4.0,Compact,6181.352293999999,other,27733.36219,0
10704,24,F,0.0,82,31774,1,0,Rent,15012,1/11/2015,Sunday,Local,1,0.0,82,Broker,1,5400.374094,11.0,Compact,26483.61199,white,7455.580855,1
10705,36,M,1.0,76,35846,1,0,Rent,85029,12/20/2016,Tuesday,Highway,0,1.0,100,Broker,1,7123.341831000001,7.0,Medium,50879.23197,gray,42829.462360000005,0
10706,48,M,1.0,40,38715,1,1,Own,80047,2/22/2015,Sunday,Parking Lot,3,0.0,72,Phone,1,2873.22361,2.0,Compact,22615.58371,blue,43376.55171,0
10707,36,F,1.0,74,35852,1,1,Own,15045,3/29/2015,Sunday,Parking Lot,0,1.0,96,Broker,1,4027.330593,4.0,Medium,26501.50729,blue,22870.93637,0
10708,37,F,1.0,68,36123,1,0,Own,50041,2/4/2015,Wednesday,Parking Lot,1,0.0,17,Broker,0,3361.5326909999994,5.0,Medium,30044.69427,other,31853.56083,0
10709,28,F,0.0,91,33310,1,0,Rent,50001,8/7/2016,Sunday,Highway,0,1.0,89,Broker,1,3711.386407,7.0,Medium,18904.2276,gray,17385.2182,0
10710,33,M,1.0,93,34969,1,1,Own,50047,2/2/2016,Tuesday,Highway,0,0.0,30,Broker,1,5299.477205,5.0,Compact,51184.93265,blue,10006.13431,1
10711,65,M,0.0,96,41753,0,1,Own,85082,2/17/2015,Tuesday,Parking Lot,1,0.0,50,Broker,0,3478.3478630000004,5.0,Compact,16111.98393,silver,13405.75271,0
10712,55,M,1.0,63,40070,0,1,Own,50043,5/30/2015,Saturday,Parking Lot,0,1.0,55,Phone,1,3638.300199,3.0,Medium,18128.73858,black,51501.52421,0
10713,26,M,1.0,80,32573,1,1,Own,85022,11/20/2015,Friday,Local,0,0.0,1,Broker,0,6049.852404,7.0,Large,28855.86301,red,31291.29033,0
10714,36,F,0.0,38,35844,1,0,Own,50009,7/25/2015,Saturday,Highway,0,0.0,99,Phone,0,13535.49874,6.0,Large,18222.8367,white,30757.91134,0
10715,49,M,0.0,66,38924,1,1,Own,50043,7/30/2016,Saturday,Parking Lot,2,1.0,7,Broker,1,8310.086405,6.0,Compact,29879.71377,red,27131.9084,1
10716,60,M,1.0,69,40944,1,0,Rent,15042,7/20/2015,Monday,Highway,0,1.0,9,Online,0,8238.119139,4.0,Compact,40264.27534,white,39950.21105,0
10717,33,M,0.0,74,34944,0,0,Own,20121,1/22/2015,Thursday,Local,0,0.0,7,Online,0,2752.245369,6.0,Medium,48981.93443,white,12200.7652,0
10718,50,M,0.0,65,39117,1,1,Rent,50027,10/24/2016,Monday,Local,1,1.0,51,Phone,1,3917.626115,1.0,Medium,28133.57496,white,20945.55474,0
10719,79,M,1.0,50,43685,1,1,Own,20121,7/5/2016,Tuesday,Local,0,0.0,19,Broker,1,4621.939306,5.0,Medium,26713.25938,white,24076.31866,0
10720,25,M,0.0,83,32189,1,1,Rent,50028,12/25/2016,Sunday,Local,0,1.0,100,Online,0,4364.180585,5.0,Medium,27576.485610000003,white,13643.00457,0
10721,46,M,1.0,52,38258,1,1,Rent,20101,11/29/2015,Sunday,Local,1,1.0,94,Broker,1,3615.655608,3.0,Compact,44345.34757,silver,21766.95271,0
10722,49,M,1.0,75,38929,1,0,Own,85046,3/7/2015,Saturday,Parking Lot,0,0.0,27,Broker,0,11240.74643,7.0,Large,22763.92097,red,21961.48176,1
10723,36,M,1.0,56,35843,1,1,Rent,50001,9/15/2016,Thursday,Parking Lot,0,0.0,50,Online,0,5446.2370200000005,3.0,Large,24420.85717,white,13554.75381,0
10724,50,M,1.0,77,39130,1,1,Own,20118,9/13/2016,Tuesday,Highway,0,0.0,14,Phone,0,4210.332571,5.0,Large,17826.41791,blue,44083.24902,0
10725,42,M,1.0,70,37356,0,1,Rent,20139,12/1/2015,Tuesday,Highway,1,0.0,65,Phone,1,5502.370015,6.0,Medium,13213.75665,white,34713.46243,1
10726,60,F,0.0,71,40935,1,1,Rent,50025,4/5/2015,Sunday,Local,0,0.0,9,Broker,1,924.2089741,1.0,Medium,11338.01522,black,16369.18853,0
10727,34,F,1.0,84,35265,1,0,Own,50002,3/2/2016,Wednesday,Parking Lot,1,0.0,89,Broker,1,3673.409585,9.0,Compact,24322.27189,red,10105.15319,0
10728,37,M,1.0,76,36100,0,0,Rent,85076,8/23/2015,Sunday,Highway,1,0.0,68,Online,1,4532.156415,9.0,Large,11924.97503,blue,28916.9445,0
10729,49,M,1.0,88,38920,0,0,Rent,15056,5/7/2015,Thursday,Parking Lot,0,0.0,15,Online,1,2427.676586,7.0,Large,37664.53522,silver,22249.7064,0
10730,33,F,1.0,88,34967,1,0,Rent,20146,3/29/2016,Tuesday,Local,2,1.0,69,Broker,1,3479.2801159999995,8.0,Large,21523.44231,black,9764.712897,0
10731,47,M,1.0,76,38502,1,0,Own,80034,5/25/2015,Monday,Highway,0,0.0,98,Broker,0,2511.449457,1.0,Large,18087.21488,blue,20733.61746,0
10732,33,M,1.0,87,34966,1,0,Rent,15022,8/29/2015,Saturday,Highway,0,1.0,49,Broker,0,6869.299337,7.0,Large,13155.90723,white,18793.42166,0
10733,27,F,1.0,76,32960,1,0,Rent,20121,12/29/2015,Tuesday,Local,2,0.0,3,Broker,1,5306.533977,3.0,Large,15859.83383,silver,7956.163597,0
10734,27,F,1.0,76,32973,1,0,Rent,85006,12/7/2015,Monday,Local,0,0.0,98,Broker,1,6254.989026,3.0,Large,17326.86162,white,22202.52931,0
10735,55,M,0.0,62,40070,1,1,Own,80028,10/11/2016,Tuesday,Local,0,1.0,30,Broker,0,8098.32725,3.0,Large,22389.18669,other,9418.628376,0
10736,33,M,1.0,78,34976,1,0,Rent,50001,8/9/2016,Tuesday,Parking Lot,0,1.0,50,Broker,1,2146.7387510000003,7.0,Compact,11625.41348,gray,17188.654730000002,0
10737,56,M,1.0,89,40243,0,1,Own,80001,3/10/2016,Thursday,Local,0,0.0,97,Phone,1,5241.842455,6.0,Compact,16867.71504,blue,21576.42837,0
10738,24,M,0.0,63,31778,1,0,Own,85037,10/12/2015,Monday,Parking Lot,1,0.0,34,Phone,1,9194.407253,6.0,Medium,14805.13554,black,15690.83833,0
10739,38,M,0.0,50,36384,1,1,Rent,50026,2/4/2016,Thursday,Parking Lot,0,0.0,80,Broker,0,1521.453882,9.0,Compact,25713.28252,white,21935.98062,1
10740,37,M,1.0,67,36100,1,1,Own,20159,1/7/2016,Thursday,Local,0,0.0,13,Broker,0,6925.048072,4.0,Large,15012.532119999998,white,12826.38917,0
10741,52,F,1.0,63,39495,1,1,Rent,15027,6/8/2016,Wednesday,Highway,1,0.0,43,Broker,1,5300.015272,5.0,Medium,17684.96517,blue,31553.988080000003,0
10742,37,M,1.0,78,36119,0,1,Own,15001,3/25/2016,Friday,Parking Lot,0,0.0,0,Broker,0,4842.553672999999,5.0,Compact,19483.08703,red,25900.19917,0
10743,27,M,1.0,72,32962,1,0,Rent,15009,9/16/2015,Wednesday,Highway,1,0.0,97,Phone,1,8034.298000000001,5.0,Large,9031.253921,black,17578.90248,0
10744,55,F,1.0,16,40083,1,0,Rent,80046,6/29/2016,Wednesday,Local,0,1.0,77,Phone,1,7802.232017,4.0,Compact,21172.95469,gray,10449.17907,0
10745,36,F,1.0,93,35831,1,1,Own,20129,3/27/2016,Sunday,Local,0,0.0,100,Online,1,2351.093534,4.0,Medium,6816.873265,other,20116.33654,0
10746,38,M,1.0,58,36389,1,1,Own,20104,9/18/2015,Friday,Local,0,0.0,11,Phone,1,10289.86536,6.0,Compact,9552.448591,gray,21257.346380000003,0
10747,48,F,1.0,73,38707,1,1,Own,80021,7/30/2016,Saturday,Highway,0,0.0,97,Broker,1,3469.9891340000004,3.0,Compact,8185.162403,other,26727.61761,0
10748,34,M,1.0,51,35256,1,1,Rent,85072,1/14/2015,Wednesday,Parking Lot,3,0.0,3,Broker,1,6415.067591,6.0,Large,44249.4224,silver,7660.591765000001,0
10749,61,F,1.0,68,41114,0,0,Own,20139,5/3/2015,Sunday,Parking Lot,0,0.0,1,Phone,0,3568.102683,10.0,Medium,11156.94473,red,22464.48807,1
10750,48,M,1.0,89,38721,0,1,Own,80020,4/21/2016,Thursday,Highway,0,0.0,2,Phone,0,6075.540475,5.0,Large,28206.74367,silver,31980.56735,0
10751,32,F,1.0,68,34652,1,1,Own,50012,5/30/2015,Saturday,Local,0,1.0,96,Phone,1,6357.857312,4.0,Compact,29276.68171,red,19273.97651,0
10752,70,M,0.0,82,42487,1,1,Rent,85035,4/23/2016,Saturday,Highway,0,1.0,1,Broker,1,3445.302255,6.0,Large,50117.23468,gray,6497.784383,1
10753,66,F,0.0,65,41897,0,1,Own,80101,12/28/2016,Wednesday,Local,0,1.0,69,Phone,0,8558.70731,6.0,Large,16663.4298,blue,19647.63991,0
10754,49,M,1.0,75,38913,1,1,Own,50028,1/17/2015,Saturday,Parking Lot,0,0.0,25,Phone,0,3780.464479,7.0,Medium,17643.91144,red,49989.42879,0
10755,68,F,1.0,69,42186,1,0,Rent,20143,12/13/2016,Tuesday,Parking Lot,2,0.0,41,Broker,1,6574.370983,4.0,Compact,8683.565568,blue,30052.00226,0
10756,52,F,1.0,86,39531,0,1,Own,80035,5/7/2016,Saturday,Parking Lot,0,0.0,47,Phone,0,3621.788356,4.0,Large,22521.78751,silver,4430.16697,1
10757,54,M,1.0,78,39897,0,1,Own,20137,5/23/2015,Saturday,Local,1,0.0,38,Phone,1,3539.522462,6.0,Compact,16646.53331,other,20418.34377,0
10758,48,M,1.0,58,38713,1,1,Rent,15012,12/23/2015,Wednesday,Parking Lot,0,0.0,39,Phone,1,3160.696564,6.0,Large,9029.006025,white,28546.24879,0
10759,43,M,1.0,91,37600,1,1,Rent,15021,3/22/2016,Tuesday,Parking Lot,0,0.0,3,Broker,1,6902.680418000001,6.0,Compact,34117.80352,blue,11269.99873,0
10760,33,F,1.0,68,34974,0,1,Own,15001,5/2/2015,Saturday,Parking Lot,0,0.0,60,Broker,0,4188.277805,8.0,Medium,38283.07249,silver,9713.607334,0
10761,67,M,0.0,72,42051,1,1,Own,15035,11/4/2016,Friday,Local,2,0.0,1,Broker,0,3235.547279,11.0,Compact,11780.09851,other,32474.63143,0
10762,54,M,1.0,83,39871,0,1,Rent,80046,10/18/2015,Sunday,Highway,0,0.0,51,Phone,1,2867.705626,4.0,Compact,28630.37537,silver,32489.458130000003,1
10763,53,F,0.0,91,39686,1,0,Own,50037,6/22/2015,Monday,Highway,0,0.0,81,Phone,1,9405.110583,3.0,Compact,36177.42532,gray,8157.199127,0
10764,56,M,0.0,73,40245,0,1,Own,20155,9/16/2016,Friday,Highway,1,0.0,95,Online,1,3695.684926,9.0,Compact,11249.84037,gray,17527.786630000002,0
10765,38,M,1.0,40,36386,0,1,Rent,50039,2/13/2015,Friday,Parking Lot,0,0.0,3,Broker,0,6016.683711,2.0,Large,9745.032854,silver,9107.502227,0
10766,57,M,1.0,45,40429,1,0,Own,15042,1/1/2016,Friday,Highway,0,1.0,93,Broker,1,4253.6796460000005,3.0,Medium,25567.05222,silver,13751.2564,0
10767,39,F,1.0,63,36620,0,1,Own,15032,11/15/2016,Tuesday,Local,2,0.0,7,Broker,1,3942.892872,6.0,Large,14753.604180000002,black,33422.161360000006,0
10768,60,F,1.0,84,40940,1,1,Rent,50056,4/23/2015,Thursday,Highway,1,1.0,40,Online,1,3925.113573,10.0,Compact,29060.05423,silver,27725.55814,1
10769,49,M,1.0,88,38913,1,0,Own,80035,8/8/2016,Monday,Parking Lot,0,0.0,19,Broker,1,4197.113116,6.0,Medium,25748.42189,white,15716.2618,0
10770,43,M,1.0,70,37603,0,1,Rent,80022,6/21/2015,Sunday,Local,0,1.0,74,Broker,0,6244.140521,5.0,Medium,19723.32008,black,11026.82344,0
10771,45,F,1.0,50,38073,1,1,Rent,15035,9/13/2015,Sunday,Parking Lot,2,0.0,26,Phone,1,993.0914678,4.0,Compact,12305.24705,red,40467.28743,0
10772,67,M,0.0,84,42037,0,1,Own,15001,11/10/2016,Thursday,Local,0,0.0,4,Broker,1,8418.626392,4.0,Compact,6452.114077,other,10884.87284,1
10773,52,M,1.0,82,39519,1,1,Rent,15009,11/27/2015,Friday,Local,2,1.0,50,Broker,1,4003.628224,4.0,Compact,21149.12932,blue,7533.201103,0
10774,40,F,1.0,61,36892,1,1,Own,50020,2/7/2016,Sunday,Parking Lot,0,1.0,8,Broker,1,4233.391512,2.0,Large,21216.89186,gray,27430.212000000003,0
10775,29,M,1.0,78,33664,0,1,Rent,50058,6/30/2016,Thursday,Local,2,0.0,27,Phone,1,2347.566747,1.0,Large,16010.3105,other,28191.63788,1
10776,66,M,1.0,79,41898,1,0,Rent,50032,4/8/2016,Friday,Parking Lot,4,1.0,67,Broker,1,4227.405581,4.0,Compact,23069.61202,white,33763.9211,0
10777,34,F,0.0,76,35256,1,1,Own,20132,9/28/2016,Wednesday,Parking Lot,1,0.0,94,Broker,0,7447.548334999999,4.0,Compact,16236.258269999998,blue,13741.31298,1
